ISIN;Trading Symbol;Company;Sector;Subsector;Country;Instrument Exchange
DE000A0B9N37;A8A;JDC GROUP AG O.N.;Financial Services;Diversified Financial;Germany;XETRA + FRANKFURT 
DE000A12UP29;L1OA;LLOYD FONDS AG;Financial Services;Diversified Financial;Germany;XETRA + FRANKFURT 
DE000A0HGQF5;MF6;MAGFORCE AG;Pharma & Healthcare;Medical Technology;Germany;XETRA + FRANKFURT 
MT0000580101;M8G;MEDIA AND GAMES INVEST EO 1;Financial Services;Private Equity & Venture Capital;Malta;XETRA + FRANKFURT
DE0006580806;MUM;MENSCH UND MASCHINE SOFTWARE O.N.;Software;Software;Germany;XETRA + FRANKFURT 
DE000A254W52;M3BK;PYRAMID AG;Financial Services;Private Equity & Venture Capital;Germany;XETRA + FRANKFURT 
DE000A1TNWJ4;MPCK;MPC MUENCHMEYER PETERSEN CAPITAL ;Financial Services;Diversified Financial;Germany;XETRA + FRANKFURT 
DE0006204589;C1V;MVISE AG O.N.;Telecommunication;Telecommunication Services;Germany;XETRA + FRANKFURT 
DE000A0JCY11;M0Y;MYNARIC AG  INH O.N.;Technology;Communication Technology ;Germany;XETRA + FRANKFURT 
DE000A0KPPR7;NTG;NABALTEC AG INH.;Industrial;Industrial Products & Services;Germany;XETRA + FRANKFURT 
DE000A2E4MK4;NUVA;NORATIS AG  INH. O.N.;Financial Services;Real Estate;Germany;XETRA + FRANKFURT 
DE0008435967;NBG6;NUERNBERGER BETEILIGUNGS AG VNA;Insurance;Insurance;Germany;XETRA + FRANKFURT 
DE000A0MSN11;M7U;NYNOMIC AG  INH O.N.;Industrial;Advanced Industrial Equipment;Germany;XETRA + FRANKFURT 
DE0005408686;VVV3;OEKOWORLD AG VZNA O.N.;Financial Services;Diversified Financial;Germany;XETRA + FRANKFURT 
DE000A12UPJ7;PAL;PANTAFLIX AG  INH. O.N.;Media;Movies & Entertainment;Germany;XETRA + FRANKFURT 
DE0006972508;PBY;PUBLITY AG NA O.N.;Financial Services;Real Estate;Germany;XETRA + FRANKFURT 
DE000A1RFMY4;RCMN;RCM BETEILIGUNGS NA. O.N.;Financial Services;Real Estate;Germany;XETRA + FRANKFURT 
DE0006942808;PZS;SCHERZER U. CO. AG O.N.;Financial Services;Private Equity & Venture Capital;Germany;XETRA + FRANKFURT 
DE000A1MMEV4;SGF;SGT GERMAN PRIVATE EQUITY GMBH & CO KGAA;Financial Services;Private Equity & Venture Capital;Germany;XETRA + FRANKFURT 
DE000A161NR7;N4G;THE NAGA GROUP AG NA O.N.;Financial Services;Securities Brokers;Germany;XETRA + FRANKFURT 
DE000A0KEXC7;V3S;VECTRON SYSTEMS      O.N.;Industrial;Advanced Industrial Equipment;Germany;XETRA + FRANKFURT 
DE000A3E5ED2;VEZ;VEGANZ GROUP AG;Food & Beverages;Food;Germany;XETRA + FRANKFURT 
DE000A0M93V6�;BWQ;ADVANCED BLOCKCHAIN AG;Software;Software;Germany;XETRA + FRANKFURT 
DE000A2G8ZX8;PYR;PYRUM INNOVATIONS AG;Industrial;Industrial Products & Services;Germany;FRANKFURT
CH0451123589;81D;BEACONSMIND AG;Software;Software;Switzerland;XETRA + FRANKFURT 
NL0010872388;3SQ1;A.H.T. SYNGAS TECHNOLOGY N.V.;Utilities;Multi-Utilities;Netherlands;FRANKFURT
DE0005214506;ADC;ADCAPITAL AG;Financial Services;Private Equity & Venture Capital;Germany;FRANKFURT
DE0007269003;OEL;ADM HAMBURG AG  O.N.;Food & Beverages;Food;Germany;FRANKFURT
DE000A2E3707;ASKN;ASKNET SOLUTIONS AG;Industrial;Industrial Products & Services;Germany;XETRA + FRANKFURT
NL0006129074;3IT;AUDIUS SE;Software;IT-Services;Netherlands;FRANKFURT
DE0002605557;B8A;BAVARIA INDS GRP O.N.;Industrial;Industrial, Diversified;Germany;XETRA + FRANKFURT
DE0005221303;BFV;BERL.EFFEKTENGES.AG O.N.;Financial Services;Diversified Financial;Germany;FRANKFURT
DE000A3H2135;MA1;Binect AG;Financial Services;Private Equity & Venture Capital;Germany;XETRA + FRANKFURT
DE000A1TNMM9;CTNK;CENTROTHERM INTERNATIONAL AG;Industrial;Renewable Energies;Germany;FRANKFURT
DE0005407407;CEK;CEOTRONICS AG O.N.;Technology;Communications Technology;Germany;FRANKFURT
DE000A1YDAZ7;SD1;CLEAN LOGISTICS SE;Media;Movies & Entertainment;Germany;XETRA + FRANKFURT
